"ID"	"adj.P.Val"	"P.Value"	"logFC"	"Gene_symbol"
"PH_hs_0030183"	"0.07338966"	"1.65e-02"	"-0.6782456"	"PSMD10"
"PH_hs_0045478"	"0.07340184"	"1.65e-02"	"0.6135572"	"PPHLN1"
"PH_hs_0049611"	"0.07347832"	"1.66e-02"	"-0.5222988"	"SNRPN|SNURF"
"PH_hs_0060862"	"0.07352423"	"1.66e-02"	"-0.5134358"	""
"PH_hs_0006740"	"0.0735657"	"1.66e-02"	"-1.3377395"	"MTL5"
"PH_hs_0018100"	"0.07359581"	"1.66e-02"	"-0.7239205"	"UBL4B"
"PH_hs_0030453"	"0.07364211"	"1.66e-02"	"0.5851907"	"RSRC1"
"PH_hs_0022015"	"0.07364211"	"1.66e-02"	"-0.7510188"	"previous version conserved probe"
"PH_hs_0023471"	"0.07364211"	"1.66e-02"	"-0.531273"	"KLHDC5"
"PH_hs_0006503"	"0.07365573"	"1.66e-02"	"0.7305096"	"PPP2R5D"
"PH_hs_0017468"	"0.07369647"	"1.66e-02"	"0.6321921"	"ANKRD50"
"PH_hs_0032159"	"0.0738207"	"1.67e-02"	"-0.5817032"	"PRKD2"
"PH_hs_0018496"	"0.0738345"	"1.67e-02"	"0.6960551"	"FAM108B1"
"PH_hs_0048328"	"0.07388108"	"1.67e-02"	"0.5629929"	"GOLM1"
"PH_hs_0044295"	"0.07388108"	"1.67e-02"	"0.6576422"	"EVC"
"PH_hs_0024959"	"0.07391084"	"1.67e-02"	"-0.6501771"	"VPS41"
"PH_hs_0048138"	"0.07394016"	"1.67e-02"	"0.6403934"	"NPAS3"
"PH_hs_0043288"	"0.07396282"	"1.67e-02"	"0.6637174"	"RHEB"
"PH_hs_0000118"	"0.07398951"	"1.67e-02"	"-0.550781"	"MYBPH"
"PH_hs_0002490"	"0.07400208"	"1.67e-02"	"0.6345224"	"MZT1"
"PH_hs_0049394"	"0.07401269"	"1.67e-02"	"-0.8959275"	"C9orf64"
"PH_hs_0010345"	"0.07403335"	"1.67e-02"	"0.5613679"	"STARD5"
"PH_hs_0006632"	"0.07403335"	"1.67e-02"	"-0.5288867"	"C12orf49"
"PH_hs_0000851"	"0.07403335"	"1.67e-02"	"-0.6916068"	"ANGPTL2"
"PH_hs_0027455"	"0.07406507"	"1.67e-02"	"-0.6841905"	"LSM1"
"PH_hs_0027091"	"0.07406507"	"1.67e-02"	"-0.5569917"	"LMAN2L"
"PH_hs_0035893"	"0.07408318"	"1.68e-02"	"-0.6929538"	"previous version conserved probe"
"PH_hs_0025822"	"0.07418542"	"1.68e-02"	"0.6186639"	"TP53BP1"
"PH_hs_0016327"	"0.0742447"	"1.68e-02"	"0.6864132"	"NAPRT1"
"PH_hs_0031355"	"0.07426115"	"1.68e-02"	"0.5633764"	"YWHAE|LOC649395"
"PH_hs_0027702"	"0.0742812"	"1.68e-02"	"0.5876408"	"PPP1CC"
"PH_hs_0005652"	"0.0742877"	"1.68e-02"	"-0.6289531"	"NCK2"
"PH_hs_0049321"	"0.07429403"	"1.68e-02"	"-0.4887415"	"CDC42SE2"
"PH_hs_0040497"	"0.07429403"	"1.68e-02"	"0.5343117"	"H2AFV"
"PH_hs_0006017"	"0.07440054"	"1.68e-02"	"0.615264"	"SREBF2"
"PH_hs_0046515"	"0.07446966"	"1.69e-02"	"0.8611333"	"ATP5SL"
"PH_hs_0060286"	"0.07451501"	"1.69e-02"	"-0.6892183"	"PABPN1"
"PH_hs_0026628"	"0.07451751"	"1.69e-02"	"-0.4862771"	"LRRC56"
"PH_hs_0024839"	"0.07466996"	"1.69e-02"	"-0.9718701"	"PER2"
"PH_hs_0030876"	"0.07469719"	"1.69e-02"	"-0.7990827"	"LCN1"
"PH_hs_0010392"	"0.07469719"	"1.69e-02"	"0.5855207"	"DPYSL2"
"PH_hs_0007457"	"0.07470673"	"1.69e-02"	"0.6222123"	"SPRYD4"
"PH_hs_0013989"	"0.07476775"	"1.69e-02"	"-0.6333275"	"GDNF"
"PH_hs_0044511"	"0.07477986"	"1.70e-02"	"-1.426738"	"SLC26A5"
"PH_hs_0035514"	"0.0749247"	"1.70e-02"	"-0.6667021"	"GRK1"
"PH_hs_0022910"	"0.07495166"	"1.70e-02"	"-0.7636394"	"SLTM"
"PH_hs_0000839"	"0.07495946"	"1.70e-02"	"-0.5825763"	"FAM220A"
"PH_hs_0005700"	"0.07500381"	"1.70e-02"	"-0.6005253"	"FILIP1"
"PH_hs_0013327"	"0.0750277"	"1.70e-02"	"0.4865778"	"CTSZ"
"PH_hs_0045902"	"0.07507487"	"1.70e-02"	"0.6190075"	"previous version conserved probe"
"PH_hs_0016037"	"0.07507487"	"1.70e-02"	"-0.5610634"	"previous version conserved probe"
"PH_hs_0005797"	"0.07508116"	"1.70e-02"	"0.6177809"	"PLD2"
"PH_hs_0047993"	"0.07511962"	"1.70e-02"	"-0.9043314"	"KCNA6"
"PH_hs_0013701"	"0.07513698"	"1.71e-02"	"-0.6765924"	"DYNLT1"
"PH_hs_0045790"	"0.07516"	"1.71e-02"	"-0.6102742"	"NDUFA10"
"PH_hs_0032967"	"0.07524388"	"1.71e-02"	"-1.1225589"	"C21orf88"
"PH_hs_0043329"	"0.07532129"	"1.71e-02"	"0.7311321"	"previous version conserved probe"
"PH_hs_0025119"	"0.07537796"	"1.71e-02"	"-1.0064855"	"GAD1"
"PH_hs_0039330"	"0.07541843"	"1.71e-02"	"0.9256101"	"SYNCRIP"
"PH_hs_0025965"	"0.0754671"	"1.71e-02"	"0.5368184"	"KCNK5"
"PH_hs_0021938"	"0.07547083"	"1.71e-02"	"0.5596549"	"PFDN6"
"PH_hs_0033345"	"0.07547083"	"1.72e-02"	"0.5481487"	"PRKD3"
"PH_hs_0001272"	"0.07550525"	"1.72e-02"	"-0.7958997"	"WDR33"
"PH_hs_0048845"	"0.07555536"	"1.72e-02"	"0.590257"	"PAQR5"
"PH_hs_0035456"	"0.07559642"	"1.72e-02"	"1.1479006"	"IMPDH2"
"PH_hs_0002781"	"0.07566183"	"1.72e-02"	"0.4936873"	"DPCD"
"PH_hs_0049430"	"0.07567232"	"1.72e-02"	"-0.5447479"	"CERS6"
"PH_hs_0030050"	"0.07567232"	"1.72e-02"	"0.5807879"	"previous version conserved probe"
"PH_hs_0022852"	"0.07568463"	"1.72e-02"	"0.6007523"	"CXorf38"
"PH_hs_0035049"	"0.07568463"	"1.72e-02"	"-0.6516158"	"C7orf76"
"PH_hs_0034060"	"0.07568463"	"1.72e-02"	"-0.5658928"	"LOC101060442"
"PH_hs_0062434"	"0.07568633"	"1.72e-02"	"-0.6893934"	"LOC100996641"
"PH_hs_0001091"	"0.07570623"	"1.72e-02"	"-0.5046775"	"SNX2"
"PH_hs_0044605"	"0.0757206"	"1.72e-02"	"-0.6234111"	"TROVE2"
"PH_hs_0030998"	"0.0757206"	"1.72e-02"	"-0.8502382"	"PARP12"
"PH_hs_0038932"	"0.0757206"	"1.72e-02"	"-0.615337"	""
"PH_hs_0060265"	"0.0757206"	"1.72e-02"	"-0.7460281"	"FLJ27352"
"PH_hs_0047742"	"0.0757206"	"1.72e-02"	"0.7769572"	"SMC2"
"PH_hs_0061751"	"0.0757206"	"1.72e-02"	"-0.6074851"	"FETUB"
"PH_hs_0030877"	"0.0757232"	"1.73e-02"	"-0.7345216"	"previous version conserved probe"
"PH_hs_0018570"	"0.07577187"	"1.73e-02"	"-0.8454805"	"LOC100505876"
"PH_hs_0042286"	"0.0758022"	"1.73e-02"	"-0.6262932"	"TRIP4"
"PH_hs_0003332"	"0.07580309"	"1.73e-02"	"-0.6918859"	"PCSK4"
"PH_hs_0016425"	"0.07582065"	"1.73e-02"	"0.8782582"	"HMCN1"
"PH_hs_0047859"	"0.07582275"	"1.73e-02"	"-1.0174429"	"BCAT1"
"PH_hs_0031502"	"0.07583803"	"1.73e-02"	"-0.5556729"	"PARM1"
"PH_hs_0025108"	"0.0758832"	"1.73e-02"	"-0.5947278"	"PPP2R3C"
"PH_hs_0007852"	"0.07609345"	"1.74e-02"	"-0.5515934"	"TRPC2"
"PH_hs_0043374"	"0.07610297"	"1.74e-02"	"-0.4917429"	"B2M"
"PH_hs_0016169"	"0.07613366"	"1.74e-02"	"-0.5427997"	"USO1"
"PH_hs_0049173"	"0.07613527"	"1.74e-02"	"-0.5989252"	"CNOT6L"
"PH_hs_0022519"	"0.07615772"	"1.74e-02"	"-0.5218579"	"VPS45"
"PH_hs_0022352"	"0.07615772"	"1.74e-02"	"0.6810161"	"RLIM"
"PH_hs_0013958"	"0.07615772"	"1.74e-02"	"-0.7265915"	"previous version conserved probe"
"PH_hs_0043987"	"0.07617171"	"1.74e-02"	"-0.6670063"	"LOC151760"
"PH_hs_0061951"	"0.07618489"	"1.74e-02"	"-0.6021003"	"C1QTNF9B-AS1"
"PH_hs_0016995"	"0.07621014"	"1.74e-02"	"0.6160787"	"NTAN1"
"PH_hs_0061206"	"0.07621014"	"1.74e-02"	"-0.5618627"	"SLC30A6"
"PH_hs_0028976"	"0.07621014"	"1.74e-02"	"0.5684256"	"ZDHHC16"
"PH_hs_0061623"	"0.07622707"	"1.74e-02"	"-0.5853019"	"ZMYM2"
"PH_hs_0049636"	"0.07627063"	"1.74e-02"	"-0.7675692"	"PAIP1"
"PH_hs_0024401"	"0.07631083"	"1.74e-02"	"0.5096134"	"ASAP1"
"PH_hs_0038880"	"0.07637041"	"1.75e-02"	"-0.7102104"	"PRR14L"
"PH_hs_0044867"	"0.07648186"	"1.75e-02"	"-0.7142585"	"APLF"
"PH_hs_0034445"	"0.0764914"	"1.75e-02"	"-0.9261364"	"TRIM71"
"PH_hs_0034801"	"0.07649172"	"1.75e-02"	"-0.6009424"	"LOC100506422"
"PH_hs_0022225"	"0.07650569"	"1.75e-02"	"0.7621941"	"ZNF207"
"PH_hs_0049110"	"0.07651576"	"1.75e-02"	"0.6426998"	"TENM3"
"PH_hs_0048905"	"0.0765379"	"1.75e-02"	"-0.6412803"	"ZNF697"
"PH_hs_0047531"	"0.07667123"	"1.75e-02"	"0.5620756"	"CTC1"
"PH_hs_0002521"	"0.07671165"	"1.76e-02"	"1.2138762"	"CDC7"
"PH_hs_0003232"	"0.07671728"	"1.76e-02"	"-0.6226667"	"TP53BP2"
"PH_hs_0031384"	"0.07673982"	"1.76e-02"	"-0.6698863"	"SMPX"
"PH_hs_0034574"	"0.07675188"	"1.76e-02"	"-0.5144551"	"SEC14L6"
"PH_hs_0021989"	"0.07678918"	"1.76e-02"	"0.7098205"	"SLC35F6"
"PH_hs_0024010"	"0.07680014"	"1.76e-02"	"0.6712045"	"LYPD6B"
"PH_hs_0035574"	"0.07680066"	"1.76e-02"	"-0.7227136"	"DNAJC21"
"PH_hs_0013483"	"0.07681737"	"1.76e-02"	"0.5261472"	"L2HGDH"
"PH_hs_0014968"	"0.07688091"	"1.76e-02"	"-0.528496"	"PHACTR3"
"PH_hs_0031176"	"0.07689158"	"1.76e-02"	"-0.7569725"	"SLC25A27"
"PH_hs_0010687"	"0.07693975"	"1.76e-02"	"-0.5331333"	"PEX2"
"PH_hs_0031971"	"0.07701862"	"1.76e-02"	"-0.7710199"	"GATA3"
"PH_hs_0061495"	"0.07704548"	"1.77e-02"	"0.4934402"	"POPDC3"
"PH_hs_0031964"	"0.07704548"	"1.77e-02"	"-0.5627319"	"BTN3A3"
"PH_hs_0023713"	"0.07705568"	"1.77e-02"	"-0.8053"	"PXT1"
"PH_hs_0046245"	"0.0770611"	"1.77e-02"	"-0.7708766"	"RN7SK"
"PH_hs_0049622"	"0.0770611"	"1.77e-02"	"0.5658486"	"UBE2M|UBE2MP1"
"PH_hs_0045952"	"0.07715587"	"1.77e-02"	"-0.6973332"	"LILRB4"
"PH_hs_0005906"	"0.07734764"	"1.77e-02"	"-0.7757"	"CDKN1C"
"PH_hs_0032053"	"0.07738176"	"1.78e-02"	"-0.5706421"	"PCMTD2"
"PH_hs_0004665"	"0.07738176"	"1.78e-02"	"-0.6739033"	"LPIN1"
"PH_hs_0039822"	"0.07739526"	"1.78e-02"	"-0.7722177"	"CCL4L1|LOC101060278|CCL4L2|CCL4"
"PH_hs_0032062"	"0.077443"	"1.78e-02"	"-0.5014721"	"ZNF833P"
"PH_hs_0038506"	"0.077443"	"1.78e-02"	"0.5679176"	""
"PH_hs_0011094"	"0.077443"	"1.78e-02"	"0.8388522"	""
"PH_hs_0048980"	"0.07759158"	"1.78e-02"	"-0.543379"	"PTGFR"
"PH_hs_0023767"	"0.07763117"	"1.78e-02"	"0.7707783"	"FOXRED1"
"PH_hs_0036086"	"0.07764303"	"1.78e-02"	"0.6556987"	"ASAP1"
"PH_hs_0036913"	"0.07764303"	"1.78e-02"	"0.5751557"	"previous version conserved probe"
"PH_hs_0012901"	"0.07771189"	"1.79e-02"	"0.6524919"	"previous version conserved probe"
"PH_hs_0028088"	"0.07771189"	"1.79e-02"	"-0.6437854"	"DMBT1"
"PH_hs_0033029"	"0.07771189"	"1.79e-02"	"0.4798391"	"KIAA0146"
"PH_hs_0026207"	"0.07771189"	"1.79e-02"	"0.9110448"	"TAS2R39"
"PH_hs_0004641"	"0.07774448"	"1.79e-02"	"-0.5266287"	"CKMT2"
"PH_hs_0022627"	"0.0777858"	"1.79e-02"	"0.9162736"	"PRDM11"
"PH_hs_0049681"	"0.0778068"	"1.79e-02"	"0.5128181"	"SUMO4"
"PH_hs_0035045"	"0.07784177"	"1.79e-02"	"-0.7142348"	"DKFZP686I15217"
"PH_hs_0004267"	"0.0778899"	"1.79e-02"	"-0.64417"	"TBCC"
"PH_hs_0048821"	"0.0778899"	"1.79e-02"	"-0.5177272"	"TLK2"
"PH_hs_0062180"	"0.07793632"	"1.79e-02"	"-0.6096587"	"RAB43|ISY1-RAB43"
"PH_hs_0045358"	"0.07794617"	"1.79e-02"	"-0.5249695"	"SNORD110"
"PH_hs_0060556"	"0.07794617"	"1.79e-02"	"-0.6643341"	""
"PH_hs_0016120"	"0.07796146"	"1.79e-02"	"-0.5455154"	"CHTOP"
"PH_hs_0011936"	"0.07800847"	"1.80e-02"	"0.6663642"	"CD2BP2"
"PH_hs_0022729"	"0.07800847"	"1.80e-02"	"-0.5028476"	"SEC62"
"PH_hs_0036685"	"0.07802763"	"1.80e-02"	"0.605634"	"MC2R"
"PH_hs_0047618"	"0.0780588"	"1.80e-02"	"0.5197164"	"UBL4A"
"PH_hs_0027746"	"0.07809967"	"1.80e-02"	"-0.5422318"	"SLC14A1"
"PH_hs_0027575"	"0.07809967"	"1.80e-02"	"0.7452797"	"TNS3"
"PH_hs_0020406"	"0.0782793"	"1.80e-02"	"-0.6012869"	"NISCH"
"PH_hs_0018334"	"0.07828107"	"1.80e-02"	"-0.6066704"	"MAMDC4"
"PH_hs_0047523"	"0.07828633"	"1.80e-02"	"-0.9424081"	"SC5DL"
"PH_hs_0040277"	"0.07845761"	"1.81e-02"	"0.940856"	"ALG1"
"PH_hs_0025441"	"0.07855803"	"1.81e-02"	"-0.7126568"	"IGFBP7"
"PH_hs_0024393"	"0.07855803"	"1.81e-02"	"0.6874427"	"UBE4B"
"PH_hs_0037895"	"0.07862189"	"1.81e-02"	"0.5270401"	"LINC00189"
"PH_hs_0004637"	"0.07863195"	"1.81e-02"	"0.6000129"	"STAT4"
"PH_hs_0049374"	"0.0786589"	"1.81e-02"	"-0.5670023"	"ZNF346"
"PH_hs_0045277"	"0.07866247"	"1.81e-02"	"-0.517857"	"KANSL1-AS1"
"PH_hs_0043534"	"0.07872028"	"1.82e-02"	"-0.5600105"	"SNRPB2"
"PH_hs_0031102"	"0.07873051"	"1.82e-02"	"-1.2824183"	"CLDN10"
"PH_hs_0061133"	"0.07873775"	"1.82e-02"	"0.722981"	"C9orf91"
"PH_hs_0024660"	"0.07875254"	"1.82e-02"	"-0.5064137"	"PTPN3"
"PH_hs_0017361"	"0.07880347"	"1.82e-02"	"0.551999"	"previous version conserved probe"
"PH_hs_0010750"	"0.07883951"	"1.82e-02"	"0.6891217"	"IFIT3"
"PH_hs_0047949"	"0.07885101"	"1.82e-02"	"-0.6245067"	"ZMYND11"
"PH_hs_0061390"	"0.07897143"	"1.82e-02"	"0.5678127"	"FAM168B"
"PH_hs_0029280"	"0.07902121"	"1.82e-02"	"-0.5565868"	"C10orf11"
"PH_hs_0022563"	"0.07912483"	"1.83e-02"	"-0.6192062"	"CASP3"
"PH_hs_0017523"	"0.07912483"	"1.83e-02"	"0.50312"	"PRMT5"
"PH_hs_0022533"	"0.07912897"	"1.83e-02"	"-0.6632665"	"ZFPM1"
"PH_hs_0022360"	"0.0791563"	"1.83e-02"	"1.1142849"	"ANKRD13A"
"PH_hs_0036214"	"0.07918183"	"1.83e-02"	"-0.6007814"	"previous version conserved probe"
"PH_hs_0002583"	"0.07921329"	"1.83e-02"	"-0.7701256"	"SLC26A2"
"PH_hs_0019972"	"0.07930224"	"1.83e-02"	"-0.5871625"	"COX6B1"
"PH_hs_0049037"	"0.07930224"	"1.83e-02"	"0.5474179"	"LARP1"
"PH_hs_0007920"	"0.07931061"	"1.83e-02"	"-0.5807741"	"SLC36A3"
"PH_hs_0022704"	"0.07931073"	"1.83e-02"	"-0.5079601"	"C21orf2"
"PH_hs_0011574"	"0.07941884"	"1.84e-02"	"-0.6296169"	"SOX6"
"PH_hs_0021950"	"0.0794549"	"1.84e-02"	"-0.5363838"	"ABL1"
"PH_hs_0006038"	"0.07946864"	"1.84e-02"	"-0.7494155"	"USP46"
"PH_hs_0002570"	"0.07946864"	"1.84e-02"	"0.9181942"	"RAB12"
"PH_hs_0032620"	"0.07946864"	"1.84e-02"	"0.7008247"	"SSB"
"PH_hs_0043794"	"0.07950467"	"1.84e-02"	"-0.5640535"	"RPL32"
"PH_hs_0043450"	"0.07950467"	"1.84e-02"	"-1.3866399"	"TMEM233"
"PH_hs_0002543"	"0.07950467"	"1.84e-02"	"-0.7603702"	"ZER1"
"PH_hs_0026173"	"0.07951205"	"1.84e-02"	"-1.0976553"	"CHM"
"PH_hs_0001371"	"0.07962253"	"1.84e-02"	"-0.6180884"	"MRPL33"
"PH_hs_0009394"	"0.07963605"	"1.84e-02"	"0.5053515"	"CDH24"
"PH_hs_0060316"	"0.07964094"	"1.84e-02"	"0.8361114"	"USB1"
"PH_hs_0008385"	"0.07964094"	"1.84e-02"	"0.6712391"	"previous version conserved probe"
"PH_hs_0062073"	"0.0796738"	"1.85e-02"	"0.4930553"	"OR8H1|OR8H3|OR8H2"
"PH_hs_0022078"	"0.07968855"	"1.85e-02"	"-0.5920348"	"CCDC71L"
"PH_hs_0030960"	"0.07968889"	"1.85e-02"	"0.5297059"	"HADH"
"PH_hs_0060509"	"0.0797336"	"1.85e-02"	"0.6446467"	"FAM207A"
"PH_hs_0039973"	"0.07974742"	"1.85e-02"	"0.6571624"	"previous version conserved probe"
"PH_hs_0035987"	"0.07976634"	"1.85e-02"	"0.5699892"	"NHLRC2"
"PH_hs_0047334"	"0.07976634"	"1.85e-02"	"0.5944855"	"MPDZ"
"PH_hs_0027420"	"0.07976634"	"1.85e-02"	"-0.8658349"	"MXD1"
"PH_hs_0016266"	"0.07976634"	"1.85e-02"	"0.9622528"	"SPINK5"
"PH_hs_0022032"	"0.07984942"	"1.85e-02"	"0.5127289"	"GUF1"
"PH_hs_0048642"	"0.08002865"	"1.86e-02"	"0.5739529"	"PITPNM3"
"PH_hs_0049359"	"0.08020189"	"1.86e-02"	"-0.584714"	"NPAP1"
"PH_hs_0024773"	"0.08026547"	"1.86e-02"	"0.8099147"	"CD55"
"PH_hs_0002717"	"0.0803563"	"1.87e-02"	"-0.738167"	"NRIP3"
"PH_hs_0022035"	"0.08036595"	"1.87e-02"	"0.6814023"	"PPIE"
"PH_hs_0034149"	"0.08036666"	"1.87e-02"	"0.7686304"	"previous version conserved probe"
"PH_hs_0006858"	"0.08036666"	"1.87e-02"	"-0.718543"	"VMO1"
"PH_hs_0061759"	"0.08037851"	"1.87e-02"	"-0.5013042"	"TMEM179B"
"PH_hs_0047309"	"0.08044588"	"1.87e-02"	"0.7029398"	"ARL6IP6"
"PH_hs_0049064"	"0.08046946"	"1.87e-02"	"0.604503"	"UBE2G1"
"PH_hs_0022508"	"0.08047438"	"1.87e-02"	"-0.7398438"	"PUM2"
"PH_hs_0031804"	"0.08053012"	"1.87e-02"	"-1.3865899"	"ASCC3"
"PH_hs_0030996"	"0.08053012"	"1.87e-02"	"0.6694489"	"WDR13"
"PH_hs_0048084"	"0.08054104"	"1.87e-02"	"0.6781831"	"PTPRS"
"PH_hs_0039356"	"0.08054104"	"1.87e-02"	"-1.3584859"	""
"PH_hs_0000933"	"0.08054104"	"1.87e-02"	"0.5193654"	"ADAM12"
"PH_hs_0042399"	"0.08055292"	"1.87e-02"	"0.6317093"	"PLEKHG3"
"PH_hs_0000484"	"0.08055641"	"1.87e-02"	"-0.5510491"	"NUDCD3"
"PH_hs_0027012"	"0.08059162"	"1.87e-02"	"-0.6061788"	"MAPKAPK5-AS1"
"PH_hs_0013204"	"0.08060223"	"1.87e-02"	"-0.6367983"	"AGXT2L2"
"PH_hs_0061064"	"0.08061447"	"1.88e-02"	"-0.7433739"	""
"PH_hs_0039289"	"0.08064531"	"1.88e-02"	"0.8225066"	"UHRF1BP1"
"PH_hs_0043769"	"0.08066327"	"1.88e-02"	"-0.5602482"	"YME1L1"
"PH_hs_0042193"	"0.08066327"	"1.88e-02"	"-0.4892807"	"PGBD4"
"PH_hs_0043690"	"0.08068972"	"1.88e-02"	"0.6346569"	"SNORD43"
"PH_hs_0024914"	"0.08068972"	"1.88e-02"	"-0.8175856"	"CUL9"
"PH_hs_0006434"	"0.08068972"	"1.88e-02"	"-1.1634623"	"VPS13C"
"PH_hs_0035025"	"0.08068972"	"1.88e-02"	"-0.5221976"	"DNAH10"
"PH_hs_0033715"	"0.08068972"	"1.88e-02"	"0.7742313"	"UNC93B1"
"PH_hs_0047967"	"0.080712"	"1.88e-02"	"0.5659271"	"DLAT"
"PH_hs_0061363"	"0.08077227"	"1.88e-02"	"0.7598256"	"KIF2A"
"PH_hs_0035731"	"0.08089618"	"1.88e-02"	"1.0963547"	"AREG|AREGB"
"PH_hs_0043750"	"0.08091077"	"1.89e-02"	"0.9564326"	"LRRC61"
"PH_hs_0023762"	"0.08093186"	"1.89e-02"	"-0.5136573"	"WSB1"
"PH_hs_0046385"	"0.08093558"	"1.89e-02"	"-0.604794"	"UBE2Q2P1"
"PH_hs_0031182"	"0.08101318"	"1.89e-02"	"-0.6101151"	"PPP1R3D"
"PH_hs_0005832"	"0.08119315"	"1.89e-02"	"0.59655"	"KRI1"
"PH_hs_0004714"	"0.08126194"	"1.89e-02"	"-0.5716105"	"FAM175B"
"PH_hs_0006532"	"0.08127025"	"1.90e-02"	"-0.6564962"	"TMEM132A"
"PH_hs_0043021"	"0.08132059"	"1.90e-02"	"0.5959437"	"previous version conserved probe"
"PH_hs_0016849"	"0.08132304"	"1.90e-02"	"-0.5213834"	"MROH8"
"PH_hs_0006739"	"0.08133826"	"1.90e-02"	"-0.7872458"	"TMEM63C"
"PH_hs_0046076"	"0.08135858"	"1.90e-02"	"-0.8243385"	"OXR1"
"PH_hs_0046674"	"0.08149996"	"1.90e-02"	"-0.6580869"	""
"PH_hs_0008157"	"0.081585"	"1.90e-02"	"-0.7497496"	"EID2B"
"PH_hs_0044874"	"0.0816322"	"1.91e-02"	"-0.5250956"	"OR51B5"
"PH_hs_0048363"	"0.08163417"	"1.91e-02"	"-0.5718279"	"AKNAD1"
"PH_hs_0046857"	"0.08163428"	"1.91e-02"	"0.6382042"	"LOC100996528"
"PH_hs_0047881"	"0.08163428"	"1.91e-02"	"-0.6079656"	"ZNF503-AS2"
"PH_hs_0044715"	"0.08165349"	"1.91e-02"	"0.5220481"	"SOD2"
"PH_hs_0061024"	"0.08165349"	"1.91e-02"	"-0.5125784"	""
"PH_hs_0023167"	"0.08175753"	"1.91e-02"	"-0.5316597"	"SNX24"
"PH_hs_0061501"	"0.08181154"	"1.91e-02"	"0.7510466"	"LSMD1"
"PH_hs_0033492"	"0.08187132"	"1.91e-02"	"0.7595195"	"ZNF740"
"PH_hs_0047599"	"0.08187132"	"1.91e-02"	"-0.5723545"	"FUS"
"PH_hs_0004759"	"0.08187341"	"1.91e-02"	"0.5765812"	"AAMP"
"PH_hs_0009143"	"0.0818895"	"1.91e-02"	"-0.4996653"	"MMP9"
"PH_hs_0010017"	"0.08191203"	"1.92e-02"	"-0.7301829"	"PPM1E"
"PH_hs_0013311"	"0.08193961"	"1.92e-02"	"0.5128876"	"DNMT3B"
"PH_hs_0027262"	"0.08193961"	"1.92e-02"	"-0.5365534"	"KCNN1"
"PH_hs_0032849"	"0.08195248"	"1.92e-02"	"0.4782535"	"SERBP1"
"PH_hs_0022692"	"0.08205254"	"1.92e-02"	"0.9276605"	"OSR2"
"PH_hs_0043060"	"0.08205939"	"1.92e-02"	"0.80971"	"TMEM141"
"PH_hs_0009906"	"0.08205967"	"1.92e-02"	"0.6127912"	"N6AMT1"
"PH_hs_0024090"	"0.08211682"	"1.92e-02"	"0.557769"	"MEF2C"
"PH_hs_0009187"	"0.08211682"	"1.92e-02"	"0.5363903"	"FAM65A"
"PH_hs_0003828"	"0.08223571"	"1.93e-02"	"0.6870179"	"RELL2"
"PH_hs_0061620"	"0.08226668"	"1.93e-02"	"-0.8116024"	"PPIL4"
"PH_hs_0048042"	"0.08227774"	"1.93e-02"	"-0.5200808"	"THSD4"
"PH_hs_0031001"	"0.08232938"	"1.93e-02"	"-0.6319077"	"ACTR3B"
"PH_hs_0037976"	"0.08232938"	"1.93e-02"	"-0.9848214"	"previous version conserved probe"
"PH_hs_0019360"	"0.08236698"	"1.93e-02"	"0.6681982"	"SULT2B1"
"PH_hs_0023839"	"0.08236698"	"1.93e-02"	"0.6546909"	"REPS1"
"PH_hs_0040865"	"0.08236698"	"1.93e-02"	"-0.7795246"	"SFT2D3"
"PH_hs_0048961"	"0.08236931"	"1.93e-02"	"-0.4875909"	"VPS36"
"PH_hs_0031638"	"0.08237571"	"1.93e-02"	"-0.5656338"	"ARSG"
"PH_hs_0032643"	"0.15069868"	"4.49e-02"	"1.0779409"	"SPACA5B|SPACA5"
"PH_hs_0024365"	"0.08240698"	"1.93e-02"	"-0.6976954"	"ITGAX"
"PH_hs_0016486"	"0.08245014"	"1.93e-02"	"0.5917217"	"LASP1"
"PH_hs_0015388"	"0.08247996"	"1.93e-02"	"0.6359544"	"SIL1"
"PH_hs_0005078"	"0.08247996"	"1.93e-02"	"0.5170163"	"LIN7C"
"PH_hs_0014726"	"0.08247996"	"1.93e-02"	"0.6267237"	"NTMT1"
"PH_hs_0027755"	"0.08248963"	"1.94e-02"	"0.6259977"	"SERPINB9"
"PH_hs_0001223"	"0.08254055"	"1.94e-02"	"-0.6314773"	"MEX3C"
"PH_hs_0048478"	"0.082577"	"1.94e-02"	"-0.5145311"	"FAM20A"
"PH_hs_0048871"	"0.082582"	"1.94e-02"	"-0.8556593"	"BBS10"
"PH_hs_0029950"	"0.082582"	"1.94e-02"	"0.4917571"	"NR2C2"
"PH_hs_0003533"	"0.082582"	"1.94e-02"	"0.6479295"	"INPP5F"
"PH_hs_0061785"	"0.08259465"	"1.94e-02"	"-1.9794129"	"SNRK"
"PH_hs_0005943"	"0.08259465"	"1.94e-02"	"-0.521991"	"NSD1"
"PH_hs_0002276"	"0.08259465"	"1.94e-02"	"-0.5080055"	"SEMA4F"
"PH_hs_0044284"	"0.08261245"	"1.94e-02"	"0.5478069"	"ADAL"
"PH_hs_0014825"	"0.08274478"	"1.94e-02"	"-0.5490079"	"OBSCN"
"PH_hs_0026560"	"0.08281063"	"1.95e-02"	"-0.5850622"	"ATM"
